LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
400947,2005/12/29 05:00:00+00,2006/01/21 05:00:00+00,2006/01/22 05:00:00+00,57657,50,HEAVY & HIGHWAY CONSTRUCTION LOCAL 516,HERITAGE GARDENS,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21206,7631 HARFORD ROAD 21206
400948,2006/01/03 05:00:00+00,2006/02/03 05:00:00+00,2006/02/04 05:00:00+00,57658,25,ST. FRANCIS OF ASSISI CHURCH PARISH COUNCIL,NIGHT @ THE RACES / ST. FRANCIS OF ASSISI HALL,WS,BW,Beer & Wines,3615 HARFORD ROAD,21213,3615 HARFORD ROAD 21213
400949,2006/01/03 05:00:00+00,2006/02/12 05:00:00+00,2006/02/13 05:00:00+00,57659,25,ST. FRANCIS OF ASSISI CHURCH PARISH COUNCIL,OYSTER ROAST / ST. FRANCIS OF ASSISI HALL,WS,BW,Beer & Wines,3615 HARFORD ROAD,21213,3615 HARFORD ROAD 21213
400950,2006/01/06 05:00:00+00,2006/01/14 05:00:00+00,2006/01/15 05:00:00+00,57660,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400951,2006/01/06 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57661,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400952,2006/01/06 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57662,50,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,BANQUET @ GALLERY OF EVENTS,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW STREET,21201,429 N. EUTAW STREET 21201
400953,2006/01/12 05:00:00+00,2006/01/13 05:00:00+00,2006/01/15 05:00:00+00,57663,50,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400954,2006/01/13 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57664,50,ST. NICHOLAS GREEK ORTHODOX CHURCH,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 PONCA STREET SOUTH,21224,520 PONCA STREET SOUTH 21224
400955,2006/01/13 05:00:00+00,2006/01/15 05:00:00+00,2006/01/16 05:00:00+00,57665,25,BALTIMORE ASSOCIATION OF CARIBBEAN ORG INC.,STUDIO 4229,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
400956,2006/01/17 05:00:00+00,2006/02/03 05:00:00+00,2006/02/05 05:00:00+00,57666,50,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400957,2006/01/17 05:00:00+00,2006/02/18 05:00:00+00,2006/02/19 05:00:00+00,57667,25,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400958,2006/01/17 05:00:00+00,2006/02/24 05:00:00+00,2006/02/27 05:00:00+00,57668,75,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400959,2006/01/17 05:00:00+00,2006/01/27 05:00:00+00,2006/01/28 05:00:00+00,57669,50,CHURCH OF THE ADVENT,DANCE @ CHURCH OF THE ADVENT PARISH HALL,LS,BWL,"Beer, Wine, & Liquor",1302 PATAPSCO STREET,21230,1302 PATAPSCO STREET 21230
400960,2006/01/17 05:00:00+00,2006/01/21 05:00:00+00,2006/01/23 05:00:00+00,57670,100,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,FASHION SHOW @ GALLERY OF EVENTS,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW STREET,21201,429 N. EUTAW STREET 21201
400961,2006/01/20 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57671,25,ST. MARY OF THE ASSUMPTION CHURCH,SPAGHETTI DINNER @ THE CHURCH HALL,WS,BW,Beer & Wines,5502 YORK ROAD,21212,5502 YORK ROAD 21212
400962,2006/01/20 05:00:00+00,2006/02/11 05:00:00+00,2006/02/12 05:00:00+00,57672,25,ST. ANTHONY SOCIETY OF ST. LEO'S CHURCH,PIZZA VALENTINE PARTY @ ST. LEO'S SCHOOL HALL,WS,BW,Beer & Wines,908 STILES STREET,21202,908 STILES STREET 21202
400963,2006/01/20 05:00:00+00,2006/03/12 05:00:00+00,2006/03/13 04:00:00+00,57673,25,ST. ANTHONY SOCIETY OF ST. LEO'S CHURCH,VIDEO RACING @ ST. LEO'S SCHOOL HALL,WS,BW,Beer & Wines,908 STILES STREET,21202,908 STILES STREET 21202
400964,2006/01/20 05:00:00+00,2006/01/29 05:00:00+00,2006/01/30 05:00:00+00,57674,50,MINORITY BUSINESS ROUND TABLE,CHINESE NEW YEAR CELEBRATION @ WORLD TRADE CENTER,LS,BWL,"Beer, Wine, & Liquor",401 E. PRATT STREET,21202,401 E. PRATT STREET 21202
400965,2006/01/23 05:00:00+00,2006/02/12 05:00:00+00,2006/02/13 05:00:00+00,57675,50,ST. ROSE OF LIMA CHURCH,BULL & OYSTER ROAST @ THE SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",410 E. JEFFREY STREET,21225,410 E. JEFFREY STREET 21225
400966,2006/01/23 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57676,25,BONG CO LIBERIA/MD USA EDU/CULT FOUND.,EDUCATIONAL / CUTURAL AFFAIR,WS,BW,Beer & Wines,4339 YORK ROAD,21212,4339 YORK ROAD 21212
400967,2006/01/23 05:00:00+00,2006/02/04 05:00:00+00,2006/02/05 05:00:00+00,57677,25,BONG CO LIBERIA/MD USA EDU/CULT FOUND.,EDUCATIONAL / CUTURAL AFFAIR,WS,BW,Beer & Wines,4339 YORK ROAD,21212,4339 YORK ROAD 21212
400968,2006/01/25 05:00:00+00,2006/03/11 05:00:00+00,2006/03/12 05:00:00+00,57678,25,UNIV OF MD-MARYLAND PUBLIC INT LAW PROJECT,WESTMINSTER HALL-SCHOOL OF LAW,WS,BW,Beer & Wines,500 W. BALTIMORE ST.,21201,500 W. BALTIMORE ST. 21201
400969,2006/01/25 05:00:00+00,2006/01/28 05:00:00+00,2006/01/29 05:00:00+00,57679,25,ASSOCIATED CATHOLIC CHARITIES,OUR DAILY BREAD SOUP KITCHEN,WS,BW,Beer & Wines,411 CATHEDRAL ST.,21201,411 CATHEDRAL ST. 21201
400970,2006/01/25 05:00:00+00,2006/01/27 05:00:00+00,2006/01/29 05:00:00+00,57680,50,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400971,2006/01/25 05:00:00+00,2006/02/03 05:00:00+00,2006/02/04 05:00:00+00,57681,50,MARYLAND ART PLACE,MARYLAND ART PLACE,LS,BWL,"Beer, Wine, & Liquor",218 W. SARATOGA ST.,21201,218 W. SARATOGA ST. 21201
400972,2006/01/27 05:00:00+00,2006/02/04 05:00:00+00,2006/02/05 05:00:00+00,57682,50,DUNBAR HIGH SCHOOL CLASS REUNION,REUNION @ EUBIE BLAKE CENTER,LS,BWL,"Beer, Wine, & Liquor",847 N. HOWARD STREET,21201,847 N. HOWARD STREET 21201
400973,2006/01/30 05:00:00+00,2006/04/20 04:00:00+00,2006/04/21 04:00:00+00,57683,25,UNIV. OF BALTO UNDERGRADUATE SENATE,GORDON PLAZA,WS,BW,Beer & Wines,1420 N. CHARLES ST.,21201,1420 N. CHARLES ST. 21201
400974,2006/01/30 05:00:00+00,2006/03/03 05:00:00+00,2006/03/04 05:00:00+00,57684,25,"GILMAN SCHOOL,INC.",C.S. FINNEY ATHLETIC CENTER,WS,BW,Beer & Wines,5407 ROLAND AVENUE,21210,5407 ROLAND AVENUE 21210
400975,2006/01/31 05:00:00+00,2006/02/01 05:00:00+00,2006/02/02 05:00:00+00,57685,25,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400976,2006/01/31 05:00:00+00,2006/02/04 05:00:00+00,2006/02/05 05:00:00+00,57686,25,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400977,2006/01/31 05:00:00+00,2006/02/07 05:00:00+00,2006/02/08 05:00:00+00,57687,25,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400978,2006/01/31 05:00:00+00,2006/02/10 05:00:00+00,2006/02/12 05:00:00+00,57688,50,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400979,2006/02/01 05:00:00+00,2006/02/18 05:00:00+00,2006/02/19 05:00:00+00,57689,50,CURTIS LAMONT BACKMON SR. FOUNDATION,DUNDALK UNION HALL,LS,BWL,"Beer, Wine, & Liquor",540 DUNDALK AVENUE,21224,540 DUNDALK AVENUE 21224
400980,2006/02/01 05:00:00+00,2006/02/10 05:00:00+00,2006/02/11 05:00:00+00,57690,50,PEOPLE ENCOURAGING PEOPLE,PEP BUILDING,LS,BWL,"Beer, Wine, & Liquor",4201 PEP HALL-4201 PRIMROSE AVENUE,21215,4201 PEP HALL-4201 PRIMROSE AVENUE 21215
400981,2006/02/03 05:00:00+00,2006/02/04 05:00:00+00,2006/02/05 05:00:00+00,57691,50,KURK LEE FOUNDATION,FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",550 DUNDALK AVENUE,21212,550 DUNDALK AVENUE 21212
400982,2006/02/07 05:00:00+00,2006/02/18 05:00:00+00,2006/02/19 05:00:00+00,57692,50,COPPIN STATE UNIVERSITY,THE NEW DINING CENTER,LS,BWL,"Beer, Wine, & Liquor",2500 W. NORTH AVENUE,21216,2500 W. NORTH AVENUE 21216
400983,2006/02/08 05:00:00+00,2006/02/11 05:00:00+00,2006/02/12 05:00:00+00,57693,50,BALTIMORE CHRISTIAN COMMUNITY ASSOC. INC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400984,2006/02/14 05:00:00+00,2006/03/05 05:00:00+00,2006/03/06 05:00:00+00,57694,25,ST. LEO'S CATHOLIC CHURCH,CHURCH HALL,WS,BW,Beer & Wines,908 STILES ST.,21201,908 STILES ST. 21201
400985,2006/02/14 05:00:00+00,2006/02/25 05:00:00+00,2006/02/26 05:00:00+00,57695,25,CALVERT SCHOOL,MIDDLE SCHOOL GYM,WS,BW,Beer & Wines,4300 N. CHARLES,21218,4300 N. CHARLES 21218
400986,2006/02/15 05:00:00+00,2006/02/17 05:00:00+00,2006/02/19 05:00:00+00,57696,100,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,FASHION SHOW @ GALLERY OF EVENTS,LS,BWL,"Beer, Wine, & Liquor",629 N. EUTAW STREET,21201,629 N. EUTAW STREET 21201
400987,2006/02/17 05:00:00+00,2006/03/12 05:00:00+00,2006/03/13 04:00:00+00,57697,25,ST. ATHANASIUS CHURCH,CHURCH HALL,WS,BW,Beer & Wines,4708 PRUDENCE ST.,21226,4708 PRUDENCE ST. 21226
400988,2006/02/21 05:00:00+00,2006/03/11 05:00:00+00,2006/03/12 05:00:00+00,57698,50,LOCH RAVEN MEN'S FAST PITCH SOFTBALL LEAGUE,OYSTER/BULL ROAST,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21206,7631 HARFORD ROAD 21206
400989,2006/02/22 05:00:00+00,2006/03/04 05:00:00+00,2006/03/05 05:00:00+00,57699,50,ST. NICHOLAS CHURCH LADIES PHILOPTOCHOS SOC.,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 S. PONCA ST.,21224,520 S. PONCA ST. 21224
400990,2006/02/22 05:00:00+00,2006/03/04 05:00:00+00,2006/03/05 05:00:00+00,57700,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W. SARATOGA ST.,21201,218 W. SARATOGA ST. 21201
400991,2006/02/23 05:00:00+00,2006/03/04 05:00:00+00,2006/03/05 05:00:00+00,57701,25,FRIENDS OF MIKE HASPERT,DANCE / SILENT AUCTION @ MT. ST. JOSEPH CAFETERIA,WS,BW,Beer & Wines,4403 FREDERICK AVENUE,21229,4403 FREDERICK AVENUE 21229
400992,2006/02/23 05:00:00+00,2006/02/26 05:00:00+00,2006/02/27 05:00:00+00,57702,25,COMMUNITY ARTS PROJECT INC.,FOREST PARK SENIOR CENTER,WS,BW,Beer & Wines,4801 LIBERTY HEIGHTS AVENUE,21207,4801 LIBERTY HEIGHTS AVENUE 21207
400993,2006/02/24 05:00:00+00,2006/04/23 04:00:00+00,2006/04/24 04:00:00+00,57703,25,HIGHLANDTOWN COMMUNITY ASSOCIATION,OUR LADY OF POMPEI COURT YARD,WS,BW,Beer & Wines,"229 S, CONKLING ST.",21224,"229 S, CONKLING ST. 21224"
400994,2006/02/24 05:00:00+00,2006/02/25 05:00:00+00,2006/02/26 05:00:00+00,57704,25,"VILLAGE LEARNING PLACE, INC.",DINNER /DANCE @ ST. jOHN'S UNITED METHODIST CHURCH,WS,BW,Beer & Wines,2640 ST.PAUL STREET,21218,2640 ST.PAUL STREET 21218
400995,2006/02/24 05:00:00+00,2006/02/25 05:00:00+00,2006/02/26 05:00:00+00,57705,25,"VILLAGE LEARNING PLACE, INC.",DINNER /DANCE @ ST. jOHN'S UNITED METHODIST CHURCH,WS,BW,Beer & Wines,2640 ST.PAUL STREET,21218,2640 ST.PAUL STREET 21218
400996,2006/02/27 05:00:00+00,2006/04/10 04:00:00+00,2006/04/11 04:00:00+00,57706,25,WOMEN'S HOUSING COALITION,KITCHEN PARTY @ B&O RAILROAD MUSEUM,WS,BW,Beer & Wines,901 W. PRATT STREET,21230,901 W. PRATT STREET 21230
400997,2006/03/01 05:00:00+00,2006/03/03 05:00:00+00,2006/03/04 05:00:00+00,57707,50,CARIBBEAN AMERICAN CARNIVAL ASSOCIATION INC.,BIRTHDAY PARTY @ DUNSTINE'S REST. & BANQUET HALL,LS,BWL,"Beer, Wine, & Liquor",3242 EASTERN AVENUE,21224,3242 EASTERN AVENUE 21224
400998,2006/03/01 05:00:00+00,2006/03/04 05:00:00+00,2006/03/05 05:00:00+00,57708,50,KURK LEE FOUNDATION,DUNDALK UNION HALL,LS,BWL,"Beer, Wine, & Liquor",550 DUNDALK AVENUE,21212,550 DUNDALK AVENUE 21212
400999,2006/03/02 05:00:00+00,2006/04/02 04:00:00+00,2006/04/03 04:00:00+00,57709,25,FRIENDS OF MARIA PICA,ST. LEO'S SCHOOL HALL,WS,BW,Beer & Wines,914 STILES ST.,21202,914 STILES ST. 21202
401000,2006/03/03 05:00:00+00,2006/03/10 05:00:00+00,2006/03/12 05:00:00+00,57710,50,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401001,2006/03/03 05:00:00+00,2006/03/31 04:00:00+00,2006/04/01 04:00:00+00,57711,25,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401002,2006/03/03 05:00:00+00,2006/04/01 04:00:00+00,2006/04/03 04:00:00+00,57712,50,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401003,2006/03/03 05:00:00+00,2006/03/03 05:00:00+00,2006/03/05 05:00:00+00,57713,50,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401004,2006/03/03 05:00:00+00,2006/03/18 04:00:00+00,2006/03/19 04:00:00+00,57714,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401005,2006/03/03 05:00:00+00,2006/04/22 04:00:00+00,2006/04/23 04:00:00+00,57715,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401006,2006/03/03 05:00:00+00,2006/04/28 04:00:00+00,2006/04/30 04:00:00+00,57716,50,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
401007,2006/03/03 05:00:00+00,2006/03/08 05:00:00+00,2006/03/09 05:00:00+00,57717,25,WELLS ENTERPRISES INC,THE WINE SOURCE,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
401008,2006/03/06 05:00:00+00,2006/03/11 05:00:00+00,2006/03/12 05:00:00+00,57718,25,CAROLINE CENTER,LOYOLA COLLEGE GYMNASIUM,WS,BW,Beer & Wines,4500 CHARLES ST.,21210,4500 CHARLES ST. 21210
401009,2006/03/07 05:00:00+00,2006/03/10 05:00:00+00,2006/03/11 05:00:00+00,57719,25,UNIVERSITY OF MARYLAND FOUNDATION INC.,BLUE SKY OFFICE FACILITY,WS,BW,Beer & Wines,1010 HULL STREET,21230,1010 HULL STREET 21230
401010,2006/03/07 05:00:00+00,2006/03/17 04:00:00+00,2006/03/18 04:00:00+00,57720,50,"WEST INDIAN NATIONAL ASSOCIATION, INC",VISION'S BANQUET HALL,LS,BWL,"Beer, Wine, & Liquor",720 MAPLETON AVENUE,21205,720 MAPLETON AVENUE 21205
401011,2006/03/07 05:00:00+00,2006/03/10 05:00:00+00,2006/03/11 05:00:00+00,57721,50,HAMPDEN REPUBLICAN CLUB,FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3535 CHESTNUT AVENUE,21211,3535 CHESTNUT AVENUE 21211
401012,2006/03/07 05:00:00+00,2006/03/11 05:00:00+00,2006/03/12 05:00:00+00,57722,50,HAMPDEN REPUBLICAN CLUB,FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3535 CHESTNUT AVENUE,21211,3535 CHESTNUT AVENUE 21211
401013,2006/03/08 05:00:00+00,2006/04/08 04:00:00+00,2006/04/09 04:00:00+00,57723,50,OUR LADY OF GOOD COUNSEL,KNIGHTS OF COLUMBUS HALL,LS,BWL,"Beer, Wine, & Liquor",1338 HULL ST.,21230,1338 HULL ST. 21230
401014,2006/03/08 05:00:00+00,2006/03/10 05:00:00+00,2006/03/11 05:00:00+00,57724,25,MARYLAND ART PLACE 14K CABARET,POETRY / MUSIC / FILM FESTIVAL,WS,BW,Beer & Wines,218 W. SARATOGA STREET,21202,218 W. SARATOGA STREET 21202
401015,2006/03/08 05:00:00+00,2006/03/17 04:00:00+00,2006/03/18 04:00:00+00,57725,25,MARYLAND ART PLACE 14K CABARET,POETRY / MUSIC / FILM FESTIVAL,WS,BW,Beer & Wines,218 W. SARATOGA STREET,21202,218 W. SARATOGA STREET 21202
401016,2006/03/08 05:00:00+00,2006/03/18 04:00:00+00,2006/03/19 04:00:00+00,57726,50,CARIBBEAN ASSOCIATION OF BALTIMORE,ST. PATRICK'S DAY GREEN & WHITE AFFAIR @ CORDOBA,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
401017,2006/03/08 05:00:00+00,2006/03/10 05:00:00+00,2006/03/12 05:00:00+00,57727,50,"BONG COUNTY, LIBERIA/MD U.S.A. EDUCATIONAL/CULTURAL FOUNDATION, INC.",DANCE / MUSIC RECITAL,WS,BW,Beer & Wines,4335-39 YORK ROAD,21212,4335-39 YORK ROAD 21212
401018,2006/03/09 05:00:00+00,2006/03/24 04:00:00+00,2006/03/25 04:00:00+00,57728,25,MCGILLIVRAY'S BUSINESS L.L.C.,SPIRITS OF MT. VERNON,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,900  N. CHARLES ST.,21201,900  N. CHARLES ST. 21201
401019,2006/03/09 05:00:00+00,2006/03/11 05:00:00+00,2006/03/12 05:00:00+00,57729,50,PEOPLE ENCOURAGING PEOPLE INC.,SEMINAR / DANCE @ PEP HALL,LS,BWL,"Beer, Wine, & Liquor",4201 PRIMROSE AVENUE,21215,4201 PRIMROSE AVENUE 21215
401020,2006/03/10 05:00:00+00,2006/04/07 04:00:00+00,2006/04/08 04:00:00+00,57730,50,NATIONAL FEDERATION OF THE BLIND,NATIONAL CENTER FOR THE BLIND,LS,BWL,"Beer, Wine, & Liquor",1800 JOHNSON STREET,21230,1800 JOHNSON STREET 21230
401021,2006/03/10 05:00:00+00,2006/03/12 05:00:00+00,2006/03/13 04:00:00+00,57731,25,IRISH CHARITIES OF MARYLAND INC.,ARENA SPACE,WS,BW,Beer & Wines,34-36 MARKET PLACE-POWER PLANT LIVE,21201,34-36 MARKET PLACE-POWER PLANT LIVE 21201
401022,2006/03/14 04:00:00+00,2006/03/17 04:00:00+00,2006/03/18 04:00:00+00,57732,50,EUBIE BLAKE JAZZ AND CULTURAL ARTS CNTR,EUBIE BLAKE CENTER,LS,BWL,"Beer, Wine, & Liquor",847 N. HOWARD ST.,21202,847 N. HOWARD ST. 21202
401023,2006/03/14 04:00:00+00,2006/03/17 04:00:00+00,2006/03/19 04:00:00+00,57733,100,EUBIE BLAKE JAZZ AND CULTURAL ARTS CNTR,EUBIE BLAKE CENTER,LS,BWL,"Beer, Wine, & Liquor",847 N. HOWARD ST.,21202,847 N. HOWARD ST. 21202
401024,2006/03/15 04:00:00+00,2006/03/19 04:00:00+00,2006/03/20 04:00:00+00,57734,25,"CATHOLIC HIGH SCHOOL OF BALTIMORE, INC.",SCHOOL CAFETERIA,WS,BW,Beer & Wines,2800 EDISON HIGHWAY,21213,2800 EDISON HIGHWAY 21213
401025,2006/03/16 04:00:00+00,2006/03/24 04:00:00+00,2006/03/25 04:00:00+00,57735,50,CARRIBEAN AMERICAN CARNIVAL ASSOC.,FUNDRAISER  / BIRTHDAY PARTY @ DUNDALK UNION HALL,LS,BWL,"Beer, Wine, & Liquor",550 DUNDALK AVENUE,21212,550 DUNDALK AVENUE 21212
401026,2006/03/16 04:00:00+00,2006/03/30 04:00:00+00,2006/03/31 04:00:00+00,57736,25,UNIVERSITY OF MARYLAND BALTIMORE FOUNDATION,AMREICAN VISIONARY ARTS MUSEUM,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
401027,2006/03/17 04:00:00+00,2006/02/03 05:00:00+00,2006/02/04 05:00:00+00,57737,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W. SARATOGA ST.,21201,218 W. SARATOGA ST. 21201
401028,2006/03/21 04:00:00+00,2006/04/01 04:00:00+00,2006/04/02 04:00:00+00,57738,50,SOUTH BALTIMORE LEARNING CENTER,MONTGOMERY PARK BUILDING,LS,BWL,"Beer, Wine, & Liquor",1800 WASHINGTON BLVD.,21230,1800 WASHINGTON BLVD. 21230
401029,2006/03/23 04:00:00+00,2006/03/30 04:00:00+00,2006/03/31 04:00:00+00,57739,25,UNIVERSITY OF MARYLAND-LEGALLY SOUND,WESTMINISTER HALL,WS,BW,Beer & Wines,519 W. FAYETTE ST.,21201,519 W. FAYETTE ST. 21201
401030,2006/03/28 04:00:00+00,2006/03/31 04:00:00+00,2006/04/01 04:00:00+00,57740,25,"UNITED WAY OF CENTRAL MARYLAND, INC.",PINOT NOIR CELEBRATION @ EVERGREEN HOUSE,WS,BW,Beer & Wines,4545 N. CHARLES STREET,21212,4545 N. CHARLES STREET 21212
401031,2006/03/29 04:00:00+00,2006/04/06 04:00:00+00,2006/04/07 04:00:00+00,57741,25,LUKEMIA LYMPHOMA SOCIETY,BALTIMORE MUSEUM OF INDUSTRY,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201,1415 KEY HIGHWAY 21201
401032,2006/03/31 04:00:00+00,2006/04/04 04:00:00+00,2006/04/05 04:00:00+00,57742,25,GREATER BALTIMORE TECHNOLOGY COUNCIL,EMERGING TECHNOLOGY CENTER-3RD FLOOR,WS,BW,Beer & Wines,2400 EMERGING TECHNOLOGY CENTER-2400 BOSTON ST.,21224,2400 EMERGING TECHNOLOGY CENTER-2400 BOSTON ST. 21224
401033,2006/03/31 04:00:00+00,2006/04/08 04:00:00+00,2006/04/09 04:00:00+00,57743,50,WEST INDIAN NATIONAL ASSOC.,VISIONS BANQUET HALL,LS,BWL,"Beer, Wine, & Liquor",720 MAPLETON AVENUE,21205,720 MAPLETON AVENUE 21205
401034,2006/04/05 04:00:00+00,2006/04/21 04:00:00+00,2006/04/24 04:00:00+00,57744,75,JOHNS HOPKINS UNIVERSITY-SPRING FAIR,HOMEWOOD CAMPUS,WS,BW,Beer & Wines,3400 N. CHARLES ST.,21218,3400 N. CHARLES ST. 21218
401035,2006/04/05 04:00:00+00,2006/04/08 04:00:00+00,2006/04/09 04:00:00+00,57745,50,SECOND CHANCE,SECOND CHANCE BUILDING,LS,BWL,"Beer, Wine, & Liquor",1645-1725 WARNER ST.,21230,1645-1725 WARNER ST. 21230
401036,2006/04/05 04:00:00+00,2006/04/15 04:00:00+00,2006/04/16 04:00:00+00,57746,50,CARIBBEAN ASSOCIATION OF BALTIMORE INC.,CORDOBA,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE,21215,3125 W. BELVEDERE 21215
401037,2006/04/05 04:00:00+00,2006/04/22 04:00:00+00,2006/04/23 04:00:00+00,57747,50,CARIBBEAN ASSOCIATION OF BALTIMORE INC.,CORDOBA,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE,21215,3125 W. BELVEDERE 21215
401038,2006/04/05 04:00:00+00,2006/04/29 04:00:00+00,2006/04/30 04:00:00+00,57748,50,MARYLAND BEVERAGE ASSOCIATION CDC INC.,SCHOLARSHIP EVENT @ THE ANNAPOLIS ARENA,LS,BWL,"Beer, Wine, & Liquor",3301 ANNAPOLIS ROAD,21225,3301 ANNAPOLIS ROAD 21225
401039,2006/04/06 04:00:00+00,2006/04/20 04:00:00+00,2006/04/21 04:00:00+00,57749,25,ST. MARY STAR OF THE SEA,CATHOLIC COMMUNITY SCHOOL HALL,WS,BW,Beer & Wines,300  GITTINGS AVENUE,21230,300  GITTINGS AVENUE 21230
401040,2006/04/06 04:00:00+00,2006/04/08 04:00:00+00,2006/04/09 04:00:00+00,57750,25,M.L.J. INC.,WINE UNDERGROUND,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4400 EVANS CHAPEL ROAD,21211,4400 EVANS CHAPEL ROAD 21211
